source_index,edit_index,model,score,edit_prompt,output_url
21,1,nb2_ref,19.397964477539062,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj5e6pe8e6c573nzx90swv.png
21,2,nb2_ref,20.548994064331055,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj5zsp74rpjybkv1n00y27.png
21,3,nb2_ref,21.501543045043945,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj6z3bpq6fxnqy5x2bt90h.png
21,4,nb2_ref,20.021677017211914,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7qj8awvenspkqtdh0hdb.png
21,5,nb2_ref,20.96255111694336,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8b285es6rkh7jz079ya6.png
34,1,nb2_ref,18.448171615600586,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8vsddgwnxxbdz8agf57x.png
34,2,nb2_ref,19.755762100219727,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9eavjqphw3xse4d7nvj9.png
34,3,nb2_ref,19.104883193969727,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjav4fmp28b6yb07yk9nmq.png
34,4,nb2_ref,19.45648193359375,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjas27n4eb35sj3mq02ycf.png
34,5,nb2_ref,20.228208541870117,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbsyy470js89we4c5tc92.png
70,1,nb2_ref,19.356521606445312,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjcetym87c1k0ee2evxx6k.png
70,2,nb2_ref,19.809967041015625,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdg72q4qkq1d0hzmbyqg8.png
70,3,nb2_ref,19.13483238220215,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtje68sqhm1mrxv8fzh6xbz.png
70,4,nb2_ref,18.170440673828125,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjesx7askfj4xjvrncwafw.png
70,5,nb2_ref,20.423540115356445,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg4x87nw3nyx1je35jq02.png
83,1,nb2_ref,19.781484603881836,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg73ctv3cbrjrvbzp0b4m.png
83,2,nb2_ref,21.343448638916016,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgxsvedm8trythkeh0j2x.png
83,3,nb2_ref,21.762582778930664,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhp99xcbfffcvt8hxbe54.png
83,4,nb2_ref,19.44164276123047,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjj5xj3ebhg5m6a5byn765.png
83,5,nb2_ref,21.82368278503418,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjvgpk7ey5f96e180mq37.png
91,1,nb2_ref,18.09290313720703,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkpn3e8hhszw1axqtr6t6.png
91,2,nb2_ref,19.91971778869629,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjm4ep08ce298rrh33gfhn.png
91,3,nb2_ref,19.705753326416016,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjn5j9vn9ahbs2d0zk9zgp.png
91,4,nb2_ref,17.824235916137695,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnrsg668a6egvdkcr8vr2.png
91,5,nb2_ref,20.03995704650879,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpq0f45dct1ff0ej0ghcy.png
1,1,nb2_noref,20.096805572509766,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthmev6caaef8a963428hkd.png
1,2,nb2_noref,21.243772506713867,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnb4z7x5g2kphmcth0m09.png
1,3,nb2_noref,22.09630012512207,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnzd9frmyczcze32rv548.png
1,4,nb2_noref,19.482128143310547,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthpe19fx302d24t3kv51gy.png
1,5,nb2_noref,21.90167236328125,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthq7ee98rvjsh37xvw2yby.png
3,1,nb2_noref,20.234764099121094,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthr02ebrdq86a8hgy3nvzc.png
3,2,nb2_noref,20.895645141601562,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthrjtk5530ybr8yp777xwf.png
3,3,nb2_noref,21.876066207885742,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthsgkcg5ghe89akxtch2qn.png
3,4,nb2_noref,18.979354858398438,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtht0gsfysfamzegsah7e61.png
3,5,nb2_noref,21.169885635375977,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthtaqpmz950pcrvef4255e.png
5,1,nb2_noref,19.373512268066406,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmy8sjz4zyxdae7ywbtb.png
5,2,nb2_noref,20.449853897094727,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmkqxw60da8zmzw0jwjn.png
5,3,nb2_noref,20.18718719482422,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwmw1tdeqm8w876rr0qhd.png
5,4,nb2_noref,18.839393615722656,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthx8w3fhmqga57agshkfe5.png
5,5,nb2_noref,21.098241806030273,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxx0g5qqryb36sfynej4t.png
8,1,nb2_noref,19.999528884887695,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthypt3d85q7jd4w13hpphj.png
8,2,nb2_noref,20.357738494873047,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthza9fnsbe7cagq8f3nh86.png
8,3,nb2_noref,20.590240478515625,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj02y319gybvdm71zseam4.png
8,4,nb2_noref,19.360774993896484,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1fa831c3spj6tby141e7.png
8,5,nb2_noref,22.023616790771484,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1bgj4v8qy1s5gzca5gwd.png
14,1,nb2_noref,19.491621017456055,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj26syw9vdsh3g18239dw7.png
14,2,nb2_noref,20.26062774658203,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj33nz1c3sfpezkj51qved.png
14,3,nb2_noref,18.981868743896484,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj3rzdygmer5h9eq3sv38x.png
14,4,nb2_noref,17.53961181640625,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj4bmf2wz6670cs6aem8v5.png
14,5,nb2_noref,20.17598533630371,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj55d722jmrp3m7fezjnqf.png
21,1,nb2_noref,19.2667293548584,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj6r0mkyaxcyvsh6pmnfj5.png
21,2,nb2_noref,20.430828094482422,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj675b8gqc6ep2mp6segd3.png
21,3,nb2_noref,21.5007266998291,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7jdav616qgrmcsyrdndr.png
21,4,nb2_noref,19.322406768798828,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7s5qfrmjb4k5bs6q0dvq.png
21,5,nb2_noref,20.651578903198242,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8p2krd4wmss32g34ktx8.png
34,1,nb2_noref,18.138744354248047,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9a9tzkq4d9bm76t4gqe3.png
34,2,nb2_noref,19.84932518005371,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9nrzzp14nyvhb398vsvh.png
34,3,nb2_noref,19.52789878845215,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjadwt74vde2r340kepfja.png
34,4,nb2_noref,19.077722549438477,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbb0tt4gaa2j40y5z5gc0.png
34,5,nb2_noref,20.20332908630371,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbx0gj4fdkgz246c6mn0d.png
70,1,nb2_noref,19.104705810546875,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdaq553g44587a1v76zmb.png
70,2,nb2_noref,19.826431274414062,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd9qd1pz08mkjbvbbfhw1.png
70,3,nb2_noref,18.814674377441406,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjea2n7z9arb3zqmraps4d.png
70,4,nb2_noref,18.175859451293945,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjf3tet9hbbj2dw48b0kym.png
70,5,nb2_noref,20.014835357666016,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjfxsde4nptq45xcwwk664.png
83,1,nb2_noref,19.931447982788086,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgj24y65y4qwrx1hy6p92.png
83,2,nb2_noref,21.427438735961914,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjh6dctmwec506rvq69xt9.png
83,3,nb2_noref,21.80876922607422,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhx02sqce9q4j7w5y7jwk.png
83,4,nb2_noref,19.744985580444336,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjj8zh1sq2n9s09hss8zb.png
83,5,nb2_noref,21.692930221557617,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjx8q4md3753n7pac84aj.png
91,1,nb2_noref,18.381755828857422,"change the lighting to dramatic side lighting with half the face in deep shadow",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkxndaj347w619vxm8dk3.png
91,2,nb2_noref,20.03428840637207,"make her expression a wide genuine laugh with eyes crinkled and mouth open",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjmkpza296asxbg734bvt0.png
91,3,nb2_noref,18.674726486206055,"make her look over her right shoulder toward something behind her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnayas7d1858v004n1ty8.png
91,4,nb2_noref,18.044952392578125,"change the camera angle to a low angle shot looking up at her",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpkk14a4h2phscyv2ng5p.png
91,5,nb2_noref,20.242473602294922,"change her outfit to a bright red formal dress with a different background",https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpm9gajv33cynm9xk7382.png
