source_index,edit_index,model,status,output_url,edit_prompt,source_url
1,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthmwj69rgdyv1anfsy63we.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnmfmkvcmy790agqgb3xj.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthmev6caaef8a963428hkd.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthn3511ffq1b8j2jz4k435.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthmqrfz47rg4kt9ea07tyq.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnb4z7x5g2kphmcth0m09.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthp97vf7x1p98kdre54sgk.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnmd1v1ng5ndpw35sx9dy.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthnzd9frmyczcze32rv548.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthprzkhcrpa3h907et9txb.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthpma0gkgmjmqp29djrnmb.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthpe19fx302d24t3kv51gy.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthqf8etebg6gynffb2crhw.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthq4ap8k647s4s577dbpe1.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
1,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthq7ee98rvjsh37xvw2yby.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84vemy0jdbxwqmw8q99v6.png
3,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthr7sda9vkfe7yvdgaskmn.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthqxapb5y0akcv642pg8kd.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthr02ebrdq86a8hgy3nvzc.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthrdxtds6j4wfs3gbexa10.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthrdcyax309yrmh6p8v029.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthrjtk5530ybr8yp777xwf.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthsar7dcvatmhverycvf48.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmths8c6y8any86nvggfvfzk.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthsgkcg5ghe89akxtch2qn.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthss7vsgx8jt2hrsfbcyhz.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthsg9vyxj5j4ht326g32jc.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtht0gsfysfamzegsah7e61.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthtm6pnf63ce2ev8s76j3j.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthte0kv3csa9wwbqxn61kz.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
3,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthtaqpmz950pcrvef4255e.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84q39ahn110qwvk4q552b.png
5,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthve8mk3ydvzmhm12v7deh.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthtx1df84pm4hpyp82kqe2.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmy8sjz4zyxdae7ywbtb.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvr31d23tx1nzagjwqrtr.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvgv92w6x4epndbn6ezv2.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthvmkqxw60da8zmzw0jwjn.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwqgze5x3nmr7q62hagez.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwb436pbhm6q24k116tvq.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwmw1tdeqm8w876rr0qhd.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxem1ed16zk6kqqemxfh5.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthwpbwg1dtwf8ehnb0nrgt.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthx8w3fhmqga57agshkfe5.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxzf7rzadh8b857h1gbn1.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxm7qgedm3pf0jfc41kk7.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
5,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthxx0g5qqryb36sfynej4t.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt84z6emayr9nh01nk3zrea.png
8,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthyn98rvt24nq2srzxzsee.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthym7989j508qbd6p5emxm.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthypt3d85q7jd4w13hpphj.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthz3gv3z68xcej193s6wg0.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthz0tpfe0k8sjqh9k8mgez.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmthza9fnsbe7cagq8f3nh86.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj03nkha2dbzc3k3x13zq3.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj0ertd07vjs0fxfsymjrt.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj02y319gybvdm71zseam4.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj0e1qez2nnsr1zwzmbwq1.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj051h387khv5hdkq0mr6r.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1fa831c3spj6tby141e7.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1g15bpty8y2wp2hfcv1d.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj166mrf42jhrps6pz81bs.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
8,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj1bgj4v8qy1s5gzca5gwd.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt868109qwj361m9vr4ymjn.png
14,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj2hyjfm9d2mqjrztj8jyk.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj27vr9tryhyfa2tfs828v.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj26syw9vdsh3g18239dw7.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj2sgzcxa02t6v5nnggsq1.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj2kdtn5atkmrk60j0j07x.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj33nz1c3sfpezkj51qved.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj3k02tcrz9010fc77mtzr.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj3gb8nkm662298xr330ft.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj3rzdygmer5h9eq3sv38x.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj42awrj5w4e71j62a2j1v.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj40gcp5z290ah4rq8swbg.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj4bmf2wz6670cs6aem8v5.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj55nttc7xyqsgq36zanb4.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
14,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj4w77rrqtshm00jje1vez.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
