source_index,edit_index,model,status,output_url,edit_prompt,source_url
14,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj55d722jmrp3m7fezjnqf.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt88g7vk3av06r0dxb3jtgx.png
21,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj5fs05djspcrxq1m6e7cr.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj5e6pe8e6c573nzx90swv.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj6r0mkyaxcyvsh6pmnfj5.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj64dxw9kxc2gfa3jmpsx8.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj5zsp74rpjybkv1n00y27.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj675b8gqc6ep2mp6segd3.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7486bxxe1a7kkrpdc7vy.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj6z3bpq6fxnqy5x2bt90h.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7jdav616qgrmcsyrdndr.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7hvareyqz3sdea828n1f.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7qj8awvenspkqtdh0hdb.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj7s5qfrmjb4k5bs6q0dvq.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8gz1jv4sf2mem4ntryry.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8b285es6rkh7jz079ya6.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
21,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8p2krd4wmss32g34ktx8.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8aj44kk5x1xm38c9ft6nm.png
34,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9mf684346z082t7zn1nm.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8vsddgwnxxbdz8agf57x.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9a9tzkq4d9bm76t4gqe3.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9y59fkg8v4a39vtzv1yv.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9eavjqphw3xse4d7nvj9.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9nrzzp14nyvhb398vsvh.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjavd6r6570ve6r9r1dwb8.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjav4fmp28b6yb07yk9nmq.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjadwt74vde2r340kepfja.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjb6rd8qzrdm5tyhn2fnjt.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjas27n4eb35sj3mq02ycf.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbb0tt4gaa2j40y5z5gc0.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjcetdwtgwbjgsvhv7r29m.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbsyy470js89we4c5tc92.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
34,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbx0gj4fdkgz246c6mn0d.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8fembtd6egbvex7xszxn7.png
70,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd1dc1xh3mxax9mpnkxk5.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjcetym87c1k0ee2evxx6k.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdaq553g44587a1v76zmb.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd53sj03q5dbfj8nkhk5n.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdg72q4qkq1d0hzmbyqg8.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjd9qd1pz08mkjbvbbfhw1.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjf29h6btsz85nsyq5bpbt.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtje68sqhm1mrxv8fzh6xbz.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjea2n7z9arb3zqmraps4d.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjetw23aj2w3hd3xns0wza.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjesx7askfj4xjvrncwafw.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjf3tet9hbbj2dw48b0kym.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjfmhxv8wfk3jns6k24hda.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg4x87nw3nyx1je35jq02.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
70,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjfxsde4nptq45xcwwk664.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt8tpg8cw7jkja9zqpfdz4r.png
83,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgscm96v5804rrtcvbb08.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg73ctv3cbrjrvbzp0b4m.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgj24y65y4qwrx1hy6p92.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjh3sfgt6k5vp2axhmbc9g.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjgxsvedm8trythkeh0j2x.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjh6dctmwec506rvq69xt9.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjj2jwjcasm32v2a0gh7cz.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhp99xcbfffcvt8hxbe54.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjhx02sqce9q4j7w5y7jwk.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjd8s4gvepc20qrmgxxw8.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjj5xj3ebhg5m6a5byn765.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjj8zh1sq2n9s09hss8zb.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjk4f37yayjf9xydcpbzfn.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjvgpk7ey5f96e180mq37.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
83,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjjx8q4md3753n7pac84aj.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt90hj9k582wpkab7ffd9qy.png
91,1,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjmmajdjfb7waz6175vx9k.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,1,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkpn3e8hhszw1axqtr6t6.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,1,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjkxndaj347w619vxm8dk3.png,change the lighting to dramatic side lighting with half the face in deep shadow,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,2,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjm5fj1fn2ckscaamab267.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,2,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjm4ep08ce298rrh33gfhn.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,2,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjmkpza296asxbg734bvt0.png,make her expression a wide genuine laugh with eyes crinkled and mouth open,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,3,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnrmq90137zvzmjhb1m06.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,3,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjn5j9vn9ahbs2d0zk9zgp.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,3,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnayas7d1858v004n1ty8.png,make her look over her right shoulder toward something behind her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,4,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjppa4mh81x5sjm6zrd117.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,4,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjnrsg668a6egvdkcr8vr2.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,4,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpkk14a4h2phscyv2ng5p.png,change the camera angle to a low angle shot looking up at her,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,5,phota,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjptmrcdrhcrted9nw7kfy.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,5,nb2_ref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpq0f45dct1ff0ej0ghcy.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
91,5,nb2_noref,completed,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjpm9gajv33cynm9xk7382.png,change her outfit to a bright red formal dress with a different background,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmt92288w1txhf451jvjcxqg.png
